"event","time","long","lat","speed","height","stage","tag"
1583651157,2012-04-07 22:00:00,-121.561169999519,38.7503299998313,11.83212,140,"preHatching","105936"
1583639090,2012-04-07 23:00:00,-121.558329999917,38.6110000001091,5.65884,150,"preHatching","105923"
1583646932,2012-04-07 23:00:00,-121.607830000393,38.6848299995862,7.7166,50,"preHatching","105930"
1583639091,2012-04-08 00:00:00,-121.561329999951,38.6101700000161,7.20216,80,"preHatching","105923"
1583646933,2012-04-08 00:00:00,-121.60982999967,38.6856700000212,0,70,"preHatching","105930"
1583651158,2012-04-08 00:00:00,-121.571669999808,38.7608299997127,0.51444,30,"preHatching","105936"
1583639092,2012-04-08 01:00:00,-121.557830000232,38.6091700002942,0,50,"preHatching","105923"
1583646934,2012-04-08 01:00:00,-121.603999999422,38.6850000003735,0,30,"preHatching","105930"
1583639093,2012-04-08 02:00:00,-121.557330000247,38.6093300002235,0,50,"preHatching","105923"
1583646935,2012-04-08 02:00:00,-121.604002869211,38.6838215184413,0,30,"preHatching","105930"
1583651159,2012-04-08 02:00:00,-121.57166999956,38.7606700001389,0,30,"preHatching","105936"
1583639094,2012-04-08 03:00:00,-121.557329999498,38.6091699996725,0,30,"preHatching","105923"
1583646936,2012-04-08 03:00:00,-121.607830000554,38.6856700000573,0,30,"preHatching","105930"
1583639095,2012-04-08 16:00:00,-121.557500000501,38.608829999841,0,30,"preHatching","105923"
1583646937,2012-04-08 16:00:00,-121.603991625375,38.6838235300358,0,30,"preHatching","105930"
1583651160,2012-04-08 16:00:00,-121.594827009082,38.7585009939038,0,30,"preHatching","105936"
1583639096,2012-04-08 17:00:00,-121.578670000395,38.6111699998924,9.25992,80,"preHatching","105923"
1583646938,2012-04-08 17:00:00,-121.607000000293,38.684669999722,8.23104,70,"preHatching","105930"
1583639097,2012-04-08 18:00:00,-121.564499999754,38.6101699997923,9.77436,140,"preHatching","105923"
1583646939,2012-04-08 18:00:00,-121.604003697256,38.6826686489236,0,30,"preHatching","105930"
1583651161,2012-04-08 18:00:00,-121.594000000247,38.7581699997673,0,130,"preHatching","105936"
1583639098,2012-04-08 19:00:00,-121.562829999568,38.61017000014,7.7166,110,"preHatching","105923"
1583646940,2012-04-08 19:00:00,-121.603500000251,38.6863300002775,8.23104,60,"preHatching","105930"
1583639099,2012-04-08 20:00:00,-121.562999999486,38.6096699996792,9.77436,170,"preHatching","105923"
1583646941,2012-04-08 20:00:00,-121.607669999722,38.6850000004438,7.20216,160,"preHatching","105930"
1583651162,2012-04-08 20:00:00,-121.575169999947,38.7606700002381,7.20216,170,"preHatching","105936"
1583639100,2012-04-08 21:00:00,-121.564670000336,38.6094999999148,6.68772,140,"preHatching","105923"
1583646942,2012-04-08 21:00:00,-121.606000000497,38.6851700000246,6.68772,140,"preHatching","105930"
1583646943,2012-04-08 22:00:00,-121.606499999779,38.6858300002775,7.20216,70,"preHatching","105930"
1583651163,2012-04-08 22:00:00,-121.584500000175,38.7593299999682,5.1444,130,"preHatching","105936"
1583646944,2012-04-08 23:00:00,-121.608000000208,38.6861700003583,7.20216,30,"preHatching","105930"
1583646945,2012-04-09 00:00:00,-121.608330318328,38.6861748187048,0,50,"preHatching","105930"
1583651164,2012-04-09 00:00:00,-121.593999999764,38.7578299995822,0,30,"preHatching","105936"
1583646946,2012-04-09 01:00:00,-121.603997884755,38.6826610492069,0,30,"preHatching","105930"
1583646947,2012-04-09 02:00:00,-121.604000112294,38.683831868256,0,30,"preHatching","105930"
1583651165,2012-04-09 02:00:00,-121.5943299995,38.7594999999466,0,30,"preHatching","105936"
1583639101,2012-04-09 03:00:00,-121.553999999888,38.6098300000269,0,30,"preHatching","105923"
1583646948,2012-04-09 03:00:00,-121.613330000186,38.6989999996871,0,30,"preHatching","105930"
1583639102,2012-04-09 16:00:00,-121.557506798632,38.6091726571419,0,40,"preHatching","105923"
